lookup_key,연도,지역단계,시도,지역명,인사이트유형,지표ID,지표명,대시보드_표시명,대시보드_현재선택지표,분석인사이트,데이터주의사항
2026|시군구|경남|김해시|damage,2026,시군구,경남,김해시,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 경남 김해시의 우심피해액은 74.2억 원으로, 경남 18개 시군구 중 9위이며 경남 전체의 2.97%다. 1인당 피해액은 13,963원이고 피해비중/인구비중은 0.18배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|김해시|population,2026,시군구,경남,김해시,원지표,population,인구수,인구수(건),Y,"2026년 경남 김해시의 인구는 531,676명으로 경남 18개 시군구 중 2위이며 경남 전체의 16.47%를 차지한다. 경남 18개 시군구 평균의 2.96배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|김해시|damagePerCapita,2026,시군구,경남,김해시,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 경남 김해시의 1인당 우심피해액은 13,963원으로 경남 18개 시군구 중 12위다. 경남 전체 인구 기준 평균 1인당 피해액의 0.18배이며, 인구 규모 대비 피해 부담은 매우 낮게 나타난다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|남해군|overall,2026,시군구,경남,남해군,종합,overall,종합 인사이트,,N,"2026년 경남 남해군의 인구는 39,832명으로 경남 18개 시군구 중 15위다. 우심피해액은 61.7억 원(11위)이고, 1인당 피해액은 154,862원(7위)이며 피해비중은 인구비중의 2.00배다. 인구 규모보다 피해 부담이 뚜렷하게 높은 편이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|남해군|damage,2026,시군구,경남,남해군,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 경남 남해군의 우심피해액은 61.7억 원으로, 경남 18개 시군구 중 11위이며 경남 전체의 2.47%다. 1인당 피해액은 154,862원이고 피해비중/인구비중은 2.00배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|남해군|population,2026,시군구,경남,남해군,원지표,population,인구수,인구수(건),Y,"2026년 경남 남해군의 인구는 39,832명으로 경남 18개 시군구 중 15위이며 경남 전체의 1.23%를 차지한다. 경남 18개 시군구 평균의 0.22배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|남해군|damagePerCapita,2026,시군구,경남,남해군,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 경남 남해군의 1인당 우심피해액은 154,862원으로 경남 18개 시군구 중 7위다. 경남 전체 인구 기준 평균 1인당 피해액의 2.00배이며, 인구 규모보다 피해 부담이 뚜렷하게 높은 편이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|밀양시|overall,2026,시군구,경남,밀양시,종합,overall,종합 인사이트,,N,"2026년 경남 밀양시의 인구는 100,691명으로 경남 18개 시군구 중 8위이며 경남 인구의 3.12%다. 원자료상 우심피해액은 0원으로 기록되어 있으며, 다른 시군구 대비 피해부담 순위는 최하위권이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|밀양시|damage,2026,시군구,경남,밀양시,원지표,damage,우심피해액,우심피해액(원),Y,2026년 경남 밀양시의 원자료상 우심피해액은 0원으로 경남 18개 시군구 내 공동 최하위다. 0원은 집계기간에 피해액이 기록되지 않았다는 의미이며 향후 재난위험이 없다는 뜻은 아니다.,2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|밀양시|population,2026,시군구,경남,밀양시,원지표,population,인구수,인구수(건),Y,"2026년 경남 밀양시의 인구는 100,691명으로 경남 18개 시군구 중 8위이며 경남 전체의 3.12%를 차지한다. 경남 18개 시군구 평균의 0.56배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|밀양시|damagePerCapita,2026,시군구,경남,밀양시,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 경남 밀양시의 1인당 우심피해액은 0원으로 경남 18개 시군구 중 공동 최하위다. 경남 전체 인구 기준 평균 1인당 피해액의 0.00배이며, 원자료상 피해액은 0원으로 기록되어 있다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|사천시|overall,2026,시군구,경남,사천시,종합,overall,종합 인사이트,,N,"2026년 경남 사천시의 인구는 108,504명으로 경남 18개 시군구 중 7위이며 경남 인구의 3.36%다. 원자료상 우심피해액은 0원으로 기록되어 있으며, 다른 시군구 대비 피해부담 순위는 최하위권이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|사천시|damage,2026,시군구,경남,사천시,원지표,damage,우심피해액,우심피해액(원),Y,2026년 경남 사천시의 원자료상 우심피해액은 0원으로 경남 18개 시군구 내 공동 최하위다. 0원은 집계기간에 피해액이 기록되지 않았다는 의미이며 향후 재난위험이 없다는 뜻은 아니다.,2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|사천시|population,2026,시군구,경남,사천시,원지표,population,인구수,인구수(건),Y,"2026년 경남 사천시의 인구는 108,504명으로 경남 18개 시군구 중 7위이며 경남 전체의 3.36%를 차지한다. 경남 18개 시군구 평균의 0.60배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|사천시|damagePerCapita,2026,시군구,경남,사천시,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 경남 사천시의 1인당 우심피해액은 0원으로 경남 18개 시군구 중 공동 최하위다. 경남 전체 인구 기준 평균 1인당 피해액의 0.00배이며, 원자료상 피해액은 0원으로 기록되어 있다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|산청군|overall,2026,시군구,경남,산청군,종합,overall,종합 인사이트,,N,"2026년 경남 산청군의 인구는 33,259명으로 경남 18개 시군구 중 17위다. 우심피해액은 63.2억 원(10위)이고, 1인당 피해액은 190,078원(5위)이며 피해비중은 인구비중의 2.45배다. 인구 규모보다 피해 부담이 뚜렷하게 높은 편이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|산청군|damage,2026,시군구,경남,산청군,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 경남 산청군의 우심피해액은 63.2억 원으로, 경남 18개 시군구 중 10위이며 경남 전체의 2.53%다. 1인당 피해액은 190,078원이고 피해비중/인구비중은 2.45배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|산청군|population,2026,시군구,경남,산청군,원지표,population,인구수,인구수(건),Y,"2026년 경남 산청군의 인구는 33,259명으로 경남 18개 시군구 중 17위이며 경남 전체의 1.03%를 차지한다. 경남 18개 시군구 평균의 0.19배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|산청군|damagePerCapita,2026,시군구,경남,산청군,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 경남 산청군의 1인당 우심피해액은 190,078원으로 경남 18개 시군구 중 5위다. 경남 전체 인구 기준 평균 1인당 피해액의 2.45배이며, 인구 규모보다 피해 부담이 뚜렷하게 높은 편이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|양산시|overall,2026,시군구,경남,양산시,종합,overall,종합 인사이트,,N,"2026년 경남 양산시의 인구는 359,531명으로 경남 18개 시군구 중 3위다. 우심피해액은 352.3억 원(2위)이고, 1인당 피해액은 97,976원(10위)이며 피해비중은 인구비중의 1.27배다. 인구 비중과 피해 비중이 대체로 비슷한 수준이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|양산시|damage,2026,시군구,경남,양산시,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 경남 양산시의 우심피해액은 352.3억 원으로, 경남 18개 시군구 중 2위이며 경남 전체의 14.09%다. 1인당 피해액은 97,976원이고 피해비중/인구비중은 1.27배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|양산시|population,2026,시군구,경남,양산시,원지표,population,인구수,인구수(건),Y,"2026년 경남 양산시의 인구는 359,531명으로 경남 18개 시군구 중 3위이며 경남 전체의 11.14%를 차지한다. 경남 18개 시군구 평균의 2.00배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|양산시|damagePerCapita,2026,시군구,경남,양산시,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 경남 양산시의 1인당 우심피해액은 97,976원으로 경남 18개 시군구 중 10위다. 경남 전체 인구 기준 평균 1인당 피해액의 1.27배이며, 인구 비중과 피해 비중이 대체로 비슷한 수준이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|의령군|overall,2026,시군구,경남,의령군,종합,overall,종합 인사이트,,N,"2026년 경남 의령군의 인구는 25,150명으로 경남 18개 시군구 중 18위(최하위)다. 우심피해액은 40.5억 원(12위)이고, 1인당 피해액은 161,063원(6위)이며 피해비중은 인구비중의 2.08배다. 인구 규모보다 피해 부담이 뚜렷하게 높은 편이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|의령군|damage,2026,시군구,경남,의령군,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 경남 의령군의 우심피해액은 40.5억 원으로, 경남 18개 시군구 중 12위이며 경남 전체의 1.62%다. 1인당 피해액은 161,063원이고 피해비중/인구비중은 2.08배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|의령군|population,2026,시군구,경남,의령군,원지표,population,인구수,인구수(건),Y,"2026년 경남 의령군의 인구는 25,150명으로 경남 18개 시군구 중 18위(최하위)이며 경남 전체의 0.78%를 차지한다. 경남 18개 시군구 평균의 0.14배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|의령군|damagePerCapita,2026,시군구,경남,의령군,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 경남 의령군의 1인당 우심피해액은 161,063원으로 경남 18개 시군구 중 6위다. 경남 전체 인구 기준 평균 1인당 피해액의 2.08배이며, 인구 규모보다 피해 부담이 뚜렷하게 높은 편이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|진주시|overall,2026,시군구,경남,진주시,종합,overall,종합 인사이트,,N,"2026년 경남 진주시의 인구는 338,785명으로 경남 18개 시군구 중 4위이며 경남 인구의 10.49%다. 원자료상 우심피해액은 0원으로 기록되어 있으며, 다른 시군구 대비 피해부담 순위는 최하위권이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|진주시|damage,2026,시군구,경남,진주시,원지표,damage,우심피해액,우심피해액(원),Y,2026년 경남 진주시의 원자료상 우심피해액은 0원으로 경남 18개 시군구 내 공동 최하위다. 0원은 집계기간에 피해액이 기록되지 않았다는 의미이며 향후 재난위험이 없다는 뜻은 아니다.,2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|진주시|population,2026,시군구,경남,진주시,원지표,population,인구수,인구수(건),Y,"2026년 경남 진주시의 인구는 338,785명으로 경남 18개 시군구 중 4위이며 경남 전체의 10.49%를 차지한다. 경남 18개 시군구 평균의 1.89배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|진주시|damagePerCapita,2026,시군구,경남,진주시,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 경남 진주시의 1인당 우심피해액은 0원으로 경남 18개 시군구 중 공동 최하위다. 경남 전체 인구 기준 평균 1인당 피해액의 0.00배이며, 원자료상 피해액은 0원으로 기록되어 있다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|창녕군|overall,2026,시군구,경남,창녕군,종합,overall,종합 인사이트,,N,"2026년 경남 창녕군의 인구는 56,085명으로 경남 18개 시군구 중 11위이며 경남 인구의 1.74%다. 원자료상 우심피해액은 0원으로 기록되어 있으며, 다른 시군구 대비 피해부담 순위는 최하위권이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|창녕군|damage,2026,시군구,경남,창녕군,원지표,damage,우심피해액,우심피해액(원),Y,2026년 경남 창녕군의 원자료상 우심피해액은 0원으로 경남 18개 시군구 내 공동 최하위다. 0원은 집계기간에 피해액이 기록되지 않았다는 의미이며 향후 재난위험이 없다는 뜻은 아니다.,2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|창녕군|population,2026,시군구,경남,창녕군,원지표,population,인구수,인구수(건),Y,"2026년 경남 창녕군의 인구는 56,085명으로 경남 18개 시군구 중 11위이며 경남 전체의 1.74%를 차지한다. 경남 18개 시군구 평균의 0.31배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|창녕군|damagePerCapita,2026,시군구,경남,창녕군,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 경남 창녕군의 1인당 우심피해액은 0원으로 경남 18개 시군구 중 공동 최하위다. 경남 전체 인구 기준 평균 1인당 피해액의 0.00배이며, 원자료상 피해액은 0원으로 기록되어 있다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|창원시|overall,2026,시군구,경남,창원시,종합,overall,종합 인사이트,,N,"2026년 경남 창원시의 인구는 999,858명으로 경남 18개 시군구 중 1위다. 우심피해액은 800.5억 원(1위)이고, 1인당 피해액은 80,063원(11위)이며 피해비중은 인구비중의 1.03배다. 인구 비중과 피해 비중이 대체로 비슷한 수준이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|창원시|damage,2026,시군구,경남,창원시,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 경남 창원시의 우심피해액은 800.5억 원으로, 경남 18개 시군구 중 1위이며 경남 전체의 32.03%다. 1인당 피해액은 80,063원이고 피해비중/인구비중은 1.03배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|창원시|population,2026,시군구,경남,창원시,원지표,population,인구수,인구수(건),Y,"2026년 경남 창원시의 인구는 999,858명으로 경남 18개 시군구 중 1위이며 경남 전체의 30.97%를 차지한다. 경남 18개 시군구 평균의 5.57배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|창원시|damagePerCapita,2026,시군구,경남,창원시,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 경남 창원시의 1인당 우심피해액은 80,063원으로 경남 18개 시군구 중 11위다. 경남 전체 인구 기준 평균 1인당 피해액의 1.03배이며, 인구 비중과 피해 비중이 대체로 비슷한 수준이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|통영시|overall,2026,시군구,경남,통영시,종합,overall,종합 인사이트,,N,"2026년 경남 통영시의 인구는 118,481명으로 경남 18개 시군구 중 6위다. 우심피해액은 133.6억 원(6위)이고, 1인당 피해액은 112,790원(9위)이며 피해비중은 인구비중의 1.46배다. 인구 비중과 피해 비중이 대체로 비슷한 수준이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|통영시|damage,2026,시군구,경남,통영시,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 경남 통영시의 우심피해액은 133.6억 원으로, 경남 18개 시군구 중 6위이며 경남 전체의 5.35%다. 1인당 피해액은 112,790원이고 피해비중/인구비중은 1.46배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|통영시|population,2026,시군구,경남,통영시,원지표,population,인구수,인구수(건),Y,"2026년 경남 통영시의 인구는 118,481명으로 경남 18개 시군구 중 6위이며 경남 전체의 3.67%를 차지한다. 경남 18개 시군구 평균의 0.66배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
2026|시군구|경남|통영시|damagePerCapita,2026,시군구,경남,통영시,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 경남 통영시의 1인당 우심피해액은 112,790원으로 경남 18개 시군구 중 9위다. 경남 전체 인구 기준 평균 1인당 피해액의 1.46배이며, 인구 비중과 피해 비중이 대체로 비슷한 수준이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 시군구 파일에는 주택·Z값·온실·소상공인 데이터가 없어 해당 지표 인사이트를 생성하지 않았다.
